De ref,school name,town,postcode,management type,constituency,Urban/ Rural     ,total enrolment,Latitude,Longitude
5016098,"Brackenagh West Primary School, Kilkeel",Kilkeel,BT34 4QB,Controlled,South Down,RURAL,150.0,54.098937,-5.974795
5016117,Ballyoran Primary School,Portadown,BT62 1JY,Controlled,Upper Bann,URBAN,284.0,54.432812,-6.4525
5016138,"Bocombra Primary School, Portadown",Portadown,BT63 5SG,Controlled,Upper Bann,URBAN,359.0,54.430348,-6.408104
5016141,"Churchtown Primary School, Killybasky",Cookstown,BT80 9XA,Controlled,Mid Ulster,RURAL,50.0,54.685318,-6.743124
5016178,Donacloney Primary School,Donacloney,BT66 7LP,Controlled,Upper Bann,RURAL,222.0,54.419887,-6.258188
5016179,"Hamiltonsbawn Primary School, Armagh",Hamiltonsbawn,BT61 9SA,Controlled,Newry And Armagh,RURAL,109.0,54.343988,-6.543893
5016200,"Queen Elizabeth II Primary School, Pomeroy",Pomeroy,BT70 2RW,Controlled,Mid Ulster,RURAL,45.0,54.599411,-6.913408
5016221,"Orritor Primary School, Cookstown",Cookstown,BT80 9NE,Controlled,Mid Ulster,RURAL,222.0,54.658738,-6.822043
5016224,"Donaghey Primary School, Dungannon",Dungannon,BT71 4DA,Controlled,Mid Ulster,RURAL,105.0,54.585548,-6.746043
5016391,"Bush Primary School, Dungannon",Dungannon,BT71 6QU,Controlled,Mid Ulster,RURAL,205.0,54.519223,-6.727445
5016436,Markethill Primary School,Markethill,BT60 1RQ,Controlled,Newry And Armagh,RURAL,301.0,54.290793,-6.519739
5016451,"Windsor Hill Primary School, Newry",Newry,BT34 1DY,Controlled,Newry And Armagh,URBAN,205.0,54.180579,-6.332108
5016543,"Moyallon Primary School, Portadown",Portadown,BT63 5JY,Controlled,Upper Bann,RURAL,202.0,54.399498,-6.38865
5016599,"Fair Hill Primary School, Dromara",Dromara,BT25 2PJ,Controlled,Lagan Valley,RURAL,259.0,54.379512,-6.083477
5016612,"Bronte Primary School, Banbridge",Ballinaskeagh,BT32 5BL,Controlled,South Down,RURAL,186.0,54.264082,-6.239072
5016616,"Drumadonnell Primary School, Banbridge",Ballyroney,BT32 5EY,Controlled,South Down,RURAL,216.0,54.283604,-6.095336
5016643,Richmond Primary School,Ballygawley,BT70 2EZ,Controlled,Fermanagh And South Tyrone,RURAL,115.0,54.465845,-7.041288
5016658,Orchard County Primary School,Portadown,BT62 1NH,Controlled,Newry And Armagh,RURAL,175.0,54.465232,-6.612664
5016680,"Killyman Primary School, Dungannon",Moy,BT71 6RL,Controlled,Fermanagh And South Tyrone,RURAL,185.0,54.489921,-6.700763
5030958,"St John's Primary School, Eglish",Portadown,BT62 1NL,Catholic Maintained,Newry And Armagh,RURAL,93.0,54.458813,-6.564615
5030972,"St Oliver Plunkett Primary School, Forkhill",Forkhill,BT35 9SN,Catholic Maintained,Newry And Armagh,RURAL,142.0,54.082521,-6.452746
5030975,"St Malachy's Primary School, Ballymoyer",Whitecross,BT60 2LA,Catholic Maintained,Newry And Armagh,RURAL,69.0,54.216897,-6.518383
5031070,"St Michael's Primary School, Newtownhamilton",Newtownhamilton,BT35 0PB,Catholic Maintained,Newry And Armagh,RURAL,71.0,54.18973,-6.575995
5031080,"Clintyclay Primary School, Dungannon",Dungannon,BT71 6HX,Catholic Maintained,Fermanagh And South Tyrone,RURAL,96.0,54.478881,-6.640466
5031086,"Clonalig Primary School, Crossmaglen",Crossmaglen,BT35 9JE,Catholic Maintained,Newry And Armagh,RURAL,171.0,54.057183,-6.626516
5031088,"Dromintee Primary School, Newry",Newry,BT35 8TD,Catholic Maintained,Newry And Armagh,RURAL,160.0,54.088459,-6.41878
5031103,"Tannaghmore Primary School, Lurgan",Lurgan,BT67 9DY,Catholic Maintained,Upper Bann,URBAN,601.0,54.474816,-6.33245
5031107,"St Teresa's Primary School, Tullyherron",Mountnorris,BT60 2UF,Catholic Maintained,Newry And Armagh,RURAL,61.0,54.240271,-6.474888
5031108,"Clea Primary School, Keady",Keady,BT60 3QX,Catholic Maintained,Newry And Armagh,RURAL,116.0,54.227251,-6.712663
5031110,Armagh Christian Brothers Primary School,Armagh,BT60 4AB,Catholic Maintained,Newry And Armagh,URBAN,550.0,54.342137,-6.660192
5031126,"Mount St Catherine's Primary School, Armagh",Armagh,BT60 4BR,Catholic Maintained,Newry And Armagh,URBAN,151.0,54.34772,-6.661287
5031130,"St Moninna's Primary School, Cloughoge",Armagh,BT35 8NG,Catholic Maintained,Newry And Armagh,URBAN,462.0,54.161846,-6.356272
5031133,"St Malachy's Primary School, Armagh",Armagh,BT61 7EG,Catholic Maintained,Newry And Armagh,URBAN,191.0,54.346384,-6.655871
5031135,"St Oliver's Primary School, Carrickrovaddy",Cullyhanna,BT35 0QJ,Catholic Maintained,Newry And Armagh,RURAL,52.0,54.149697,-6.546116
5031138,"St Joseph's Primary School, Madden",Armagh,BT60 3LR,Catholic Maintained,Newry And Armagh,RURAL,177.0,54.286748,-6.740967
5031148,"St Patrick's Primary School, Crossmaglen",Crossmaglen,BT35 9JL,Catholic Maintained,Newry And Armagh,RURAL,493.0,54.079347,-6.609206
5031154,"St Michael's Primary School, Killean",Newry,BT35 8RX,Catholic Maintained,Newry And Armagh,RURAL,129.0,54.116605,-6.34046
5031158,"St Patrick's Primary School, Newry",Newry,BT35 6EX,Catholic Maintained,Newry And Armagh,URBAN,457.0,54.185338,-6.34817
5031160,"St Teresa's Primary School, Lurgan",Lurgan,BT67 9LQ,Catholic Maintained,Upper Bann,RURAL,184.0,54.482574,-6.321087
5031163,"St Brigid's Primary School, Glassdrummond",Crossmaglen,BT35 9DY,Catholic Maintained,Newry And Armagh,RURAL,189.0,54.072049,-6.535571
5031164,"St Mary's Primary School, Maghery",Maghery,BT71 6PA,Catholic Maintained,Upper Bann,RURAL,58.0,54.510463,-6.572161
5031166,"St Michael's Primary School, Clady",Armagh,BT60 2EP,Catholic Maintained,Newry And Armagh,RURAL,81.0,54.257872,-6.564915
5031168,"St Patrick's Primary School, Aghacommon",Lurgan,BT66 6LG,Catholic Maintained,Upper Bann,URBAN,228.0,54.469752,-6.38629
5031169,"St Brigid's Primary School, Drumilly",Belleek,BT35 7QL,Catholic Maintained,Newry And Armagh,RURAL,124.0,54.188883,-6.452039
5031172,"St Mary's Primary School, Granemore",Keady,BT60 2NJ,Catholic Maintained,Newry And Armagh,RURAL,206.0,54.252678,-6.65194
5031176,"St Peter's Primary School, Cloughreagh",Bessbrook,BT35 7DN,Catholic Maintained,Newry And Armagh,URBAN,363.0,54.19401,-6.386758
5031183,"St Patrick's Primary School, Armagh",Armagh,BT61 7NN,Catholic Maintained,Newry And Armagh,URBAN,402.0,54.361943,-6.657378
5031184,"St Anthony's Primary School, Craigavon",Craigavon,BT65 5BL,Catholic Maintained,Upper Bann,URBAN,690.0,54.450753,-6.368505
5031188,"St Joseph's Primary School, Meigh",Newry,BT35 8LA,Catholic Maintained,Newry And Armagh,RURAL,206.0,54.13816,-6.389405
5031318,"Killowen Primary School, Newry",Rostrevor,BT34 3AE,Catholic Maintained,South Down,RURAL,32.0,54.073538,-6.155954
5031340,"St Joseph's Convent Primary School, Newry",Newry,BT35 6AN,Catholic Maintained,Newry And Armagh,URBAN,489.0,54.178202,-6.339525
5031558,"Ballyholland Primary School, Newry",Newry,BT34 2ND,Catholic Maintained,South Down,RURAL,199.0,54.154125,-6.29348
5031589,Grange Primary School,Kilkeel,BT34 4LL,Catholic Maintained,South Down,RURAL,107.0,54.039218,-6.057497
5031609,"Carrick Primary School, Warrenpoint",Warrenpoint,BT34 3QA,Catholic Maintained,South Down,URBAN,381.0,54.133375,-6.25746
5031653,"St Matthew's Primary School, Magheramayo",Castlewellan,BT31 9AZ,Catholic Maintained,South Down,RURAL,89.0,54.268963,-6.00888
5031667,"St Patrick's Primary School, Magheralin",Magheralin,BT67 0QU,Catholic Maintained,Upper Bann,RURAL,115.0,54.467283,-6.277136
5031669,"St John's Primary School, Gilford",Gilford,BT63 6HH,Catholic Maintained,Upper Bann,RURAL,127.0,54.374592,-6.358616
5031694,"Holy Cross Primary School, Newry",Kilkeel,BT34 4HT,Catholic Maintained,South Down,RURAL,113.0,54.111795,-6.03823
5031695,"St Mary's Primary School, Barr",Lurganare,BT34 1SX,Catholic Maintained,Newry And Armagh,RURAL,153.0,54.231618,-6.339574
5031697,"St Patrick's Primary School, Mayobridge",Mayobridge,BT34 2EX,Catholic Maintained,South Down,RURAL,349.0,54.172562,-6.236087
5032208,"Ballylifford Primary School, Coagh",Coagh,BT80 0AY,Catholic Maintained,Mid Ulster,RURAL,77.0,54.669682,-6.547529
5032262,"Lissan Primary School, Cookstown",Cookstown,BT80 9XE,Catholic Maintained,Mid Ulster,RURAL,130.0,54.688843,-6.755607
5032306,"St Malachy's Primary School, Glencull",Ballygawley,BT70 2DB,Catholic Maintained,Fermanagh And South Tyrone,RURAL,110.0,54.477604,-7.068781
5032387,"Derrylatinee Primary School, Dungannon",Dungannon,BT70 1PS,Catholic Maintained,Fermanagh And South Tyrone,RURAL,101.0,54.450426,-6.84954
5032463,"Blessed Patrick O'Loughran Primary School, Dungannon",Dungannon,BT70 3NQ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,109.0,54.506638,-6.829883
5032558,"Laghey Primary School, Dungannon",Dungannon,BT71 6RJ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,91.0,54.493223,-6.688759
5032585,"Edendork Primary School, Dungannon",Dungannon,BT71 4DP,Catholic Maintained,Mid Ulster,RURAL,284.0,54.529539,-6.738864
5032591,"Roan St Patrick's Primary School, Eglish",Dungannon,BT70 1LE,Catholic Maintained,Fermanagh And South Tyrone,RURAL,179.0,54.453508,-6.797896
5032592,"St Mary's Primary School, Lisbuoy",Dungannon,BT70 3LH,Catholic Maintained,Mid Ulster,RURAL,77.0,54.5509,-6.78596
5032624,St MacCartan's Convent Primary School,Clogher,BT76 0HE,Catholic Maintained,Fermanagh And South Tyrone,RURAL,124.0,54.408656,-7.172544
5032678,"St Patrick's Primary School, Donaghmore",Donaghmore,BT70 3HG,Catholic Maintained,Mid Ulster,RURAL,219.0,54.533009,-6.816368
5032692,"St Mary's Primary School, Stewartstown",Stewartstown,BT71 5HT,Catholic Maintained,Mid Ulster,RURAL,92.0,54.57751,-6.678816
5032697,"St Patrick's Primary School, Aughadarragh",Augher,BT77 0ET,Catholic Maintained,Fermanagh And South Tyrone,RURAL,86.0,54.391605,-7.103474
5032698,"St Brigid's Primary School, Mountjoy",Mountjoy,BT71 5DY,Catholic Maintained,Mid Ulster,RURAL,121.0,54.558216,-6.603959
5032699,"St Mary's Primary School, Dunamore",Cookstown,BT80 9NT,Catholic Maintained,Mid Ulster,RURAL,180.0,54.672154,-6.936996
5032703,"St Peter's Primary School, Moortown",Cookstown,BT80 0HT,Catholic Maintained,Mid Ulster,RURAL,162.0,54.628994,-6.515733
5032713,"Derrychrin Primary School, Cookstown",Cookstown,BT80 0BX,Catholic Maintained,Mid Ulster,RURAL,164.0,54.655621,-6.563277
5032714,"Holy Family Primary School, Aughamullan",Dungannon,BT71 5DR,Catholic Maintained,Mid Ulster,RURAL,66.0,54.540383,-6.625118
5032715,"St John's Primary School, Moy",Moy,BT71 7SQ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,205.0,54.44543,-6.696438
5032717,"St Patrick's Primary School, Mullinahoe",Dungannon,BT71 5AU,Catholic Maintained,Mid Ulster,RURAL,229.0,54.614163,-6.558268
5032729,"St John's Primary School, Kingsisland",Coalisland,BT71 4QN,Catholic Maintained,Mid Ulster,RURAL,221.0,54.52326,-6.625987
5032734,"St Mary's Primary School, Cabragh",Dungannon,BT70 3AN,Catholic Maintained,Fermanagh And South Tyrone,RURAL,216.0,54.491316,-6.923115
5032735,"St Mary's Primary School, Ballygawley",Ballygawley,BT70 2JH,Catholic Maintained,Fermanagh And South Tyrone,RURAL,138.0,54.470546,-7.030304
5032736,"St Mary's Primary School, Fivemiletown",Fivemiletown,BT75 0SA,Catholic Maintained,Fermanagh And South Tyrone,RURAL,49.0,54.373774,-7.325891
5033003,"St Paul's Primary School, Cabra",Cabra,BT34 5RH,Catholic Maintained,South Down,RURAL,95.0,54.225088,-6.091653
5033004,"St Mary's Primary School, Rathfriland",Rathfriland,BT34 5DQ,Catholic Maintained,South Down,RURAL,95.0,54.236355,-6.158009
5033006,"St Michael's Primary School, Finnis",Dromara,BT25 2EE,Catholic Maintained,Lagan Valley,RURAL,73.0,54.361572,-6.024079
5033011,"St Mary's Primary School, Dechomet",Castlewellan,BT31 9QE,Catholic Maintained,South Down,RURAL,85.0,54.304704,-6.075725
5033025,"St Patrick's Primary School, Ballymaghery",Hilltown,BT34 5UY,Catholic Maintained,South Down,RURAL,313.0,54.201049,-6.131519
5033324,"St Patrick's Primary School, Derrynaseer",Aghagallon,BT67 0AR,Catholic Maintained,Upper Bann,RURAL,91.0,54.50992,-6.292033
5036000,"St Colman's Primary School, Dromore",Dromore,BT25 1BD,Catholic Maintained,Lagan Valley,URBAN,107.0,54.416662,-6.147188
5036006,"St Mary's Primary School, Derrymore",Craigavon,BT67 0BW,Catholic Maintained,Upper Bann,RURAL,136.0,54.533881,-6.32927
5036009,"St Mary's Primary School, Derrytrasna",Lurgan,BT66 6NR,Catholic Maintained,Upper Bann,RURAL,99.0,54.502464,-6.462774
5036031,"St Patrick's Primary School, Loup",Coagh,BT45 7TS,Catholic Maintained,Mid Ulster,RURAL,158.0,54.696485,-6.597492
5036033,"St Joseph's Primary School, Galbally",Dungannon,BT70 2NX,Catholic Maintained,Mid Ulster,RURAL,216.0,54.541528,-6.898353
5036043,"St Mary's Primary School, Banbridge",Banbridge,BT32 3DJ,Catholic Maintained,Upper Bann,URBAN,516.0,54.351114,-6.276096
5036047,"St Patrick's Primary School, Annaghmore",Coalisland,BT71 4QZ,Catholic Maintained,Mid Ulster,RURAL,196.0,54.527787,-6.661099
5036057,"St Malachy's Primary School, Drummullan",Moneymore,BT45 7XR,Catholic Maintained,Mid Ulster,RURAL,51.0,54.652693,-6.663796
5036061,"St Colman's Primary School and All Saints NU, Annaclone",Annaclone,BT32 5LS,Catholic Maintained,South Down,RURAL,211.0,54.300222,-6.190122
5036064,"St Malachy's Primary School, Camlough",Camlough,BT35 7HF,Catholic Maintained,Newry And Armagh,RURAL,320.0,54.181298,-6.419359
5036087,"St Mary's Primary School, Mullaghbawn",Mullaghbawn,BT35 9TP,Catholic Maintained,Newry And Armagh,RURAL,307.0,54.108591,-6.476347
5036099,"St Patrick's Primary School, Cullyhanna",Cullyhanna,BT35 0PZ,Catholic Maintained,Newry And Armagh,RURAL,227.0,54.124708,-6.578272
5036101,"St Brendan's Primary School, Craigavon",Craigavon,BT65 5HS,Catholic Maintained,Upper Bann,URBAN,397.0,54.437648,-6.364741
5036108,"St Joseph's Primary School, Killeenan",Cookstown,BT80 9JB,Catholic Maintained,Mid Ulster,RURAL,88.0,54.646472,-6.878507
5036110,"St Joseph's Primary School, Bessbrook",Bessbrook,BT35 7AW,Catholic Maintained,Newry And Armagh,RURAL,373.0,54.196834,-6.404454
5036118,"St Mary's Primary School, Pomeroy",Pomeroy,BT70 2RD,Catholic Maintained,Mid Ulster,RURAL,189.0,54.594967,-6.933902
5036120,"St Patrick's Primary School, Moneymore",Moneymore,BT45 7NG,Catholic Maintained,Mid Ulster,RURAL,97.0,54.690036,-6.663531
5036121,"St Jarlath's Primary School, Blackwatertown",Moy,BT71 7HH,Catholic Maintained,Newry And Armagh,RURAL,168.0,54.414748,-6.697967
5036122,"Jonesborough Primary School, Newry",Jonesborough,BT35 8HR,Catholic Maintained,Newry And Armagh,RURAL,89.0,54.089508,-6.370841
5036130,"St Laurence O'Toole Primary School, Belleek",Beleek,BT35 7PH,Catholic Maintained,Newry And Armagh,RURAL,74.0,54.184426,-6.48733
5036136,"Sacred Heart Primary School, Dungannon",Dungannon,BT70 3JE,Catholic Maintained,Mid Ulster,RURAL,121.0,54.601068,-6.838394
5036173,"St John the Baptist Primary School, Portadown",Portadown,BT62 1EB,Catholic Maintained,Upper Bann,URBAN,472.0,54.43443,-6.461039
5036180,"St Oliver Plunkett Primary School, Ballyhegan",Loughgall,BT61 8PX,Catholic Maintained,Newry And Armagh,RURAL,133.0,54.40641,-6.566308
5036363,"St Mary's Primary School, Aughnacloy",Aughnacloy,BT69 6AJ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,112.0,54.411067,-6.973058
5036400,"St Colman's Primary School, Bann",Gilford,BT63 6DU,Catholic Maintained,Upper Bann,RURAL,133.0,54.38468,-6.309062
5036409,"St Ronan's Primary School, Newry",Newry,BT34 1PR,Catholic Maintained,South Down,URBAN,419.0,54.187118,-6.327418
5036433,"St Malachy's Primary School, Carnagat",Newry,BT35 8PJ,Catholic Maintained,Newry And Armagh,URBAN,263.0,54.175243,-6.355649
5036457,"St Francis' Primary School, Aghaderg",Loughbrickland,BT32 3LN,Catholic Maintained,Upper Bann,RURAL,146.0,54.317647,-6.30917
5036463,"St Joseph's Primary School, Caledon",Caledon,BT68 4UF,Catholic Maintained,Fermanagh And South Tyrone,RURAL,29.0,54.351151,-6.838982
5036504,"St Patrick's Primary School, Dungannon",Dungannon,BT71 6DE,Catholic Maintained,Fermanagh And South Tyrone,URBAN,888.0,54.504123,-6.759607
5036545,"St Colman's Primary School, Kilkeel",Kilkeel,BT34 4DE,Catholic Maintained,South Down,URBAN,229.0,54.05884,-6.012273
5036567,"Holy Trinity Primary School, Cookstown",Cookstown,BT80 8AG,Catholic Maintained,Mid Ulster,URBAN,694.0,54.644326,-6.747549
5036572,"St Colman's Primary School, Saval",Newry,BT34 2LA,Catholic Maintained,South Down,RURAL,216.0,54.197561,-6.28792
5036583,"St Dallan's Primary School, Warrenpoint",Warrenpoint,BT34 3RP,Catholic Maintained,South Down,URBAN,475.0,54.1022,-6.246598
5036586,"Presentation Primary School, Portadown",Portadown,BT62 3AH,Catholic Maintained,Upper Bann,URBAN,299.0,54.418598,-6.442699
5036590,Primate Dixon Primary School,Coalisland,BT71 4NW,Catholic Maintained,Mid Ulster,URBAN,596.0,54.545939,-6.706926
5036595,"St Peter's Primary School, Collegelands",Moy,BT71 6SW,Catholic Maintained,Newry And Armagh,RURAL,143.0,54.434818,-6.66418
5036598,"Our Lady's Primary School, Tullysaran",Miltown,BT71 7NJ,Catholic Maintained,Newry And Armagh,RURAL,192.0,54.394017,-6.751154
5036605,"St Patrick's Primary School, Drumgreenagh",Rathfriland,BT34 5BT,Catholic Maintained,South Down,RURAL,83.0,54.233456,-6.202831
5036610,"St Francis of Assisi Primary School, Keady",Keady,BT60 3RW,Catholic Maintained,Newry And Armagh,RURAL,195.0,54.248931,-6.706817
5036622,"St John's Primary School, Middletown",Middletown,BT60 4HT,Catholic Maintained,Newry And Armagh,RURAL,186.0,54.28681,-6.835557
5036633,"St Francis' Primary School, Lurgan",Lurgan,BT66 6DN,Catholic Maintained,Upper Bann,URBAN,808.0,54.463861,-6.347934
5036634,"St Clare's Abbey Primary School, Newry",Newry,BT34 1HD,Catholic Maintained,Newry And Armagh,URBAN,503.0,54.174498,-6.334819
5036639,"Our Lady's & St Mochua's Primary School, Keady",Keady,BT60 3EZ,Catholic Maintained,Newry And Armagh,RURAL,175.0,54.228504,-6.775985
5036673,"St Bronagh's Primary School, Rostrevor",Rostrevor,BT34 3BB,Catholic Maintained,South Down,RURAL,213.0,54.102505,-6.194955
5036675,"St Joseph's and St James's Primary School, Poyntzpass",Poyntzpass,BT35 6SY,Catholic Maintained,Newry And Armagh,RURAL,110.0,54.294298,-6.374714
5036706,"St Columban's Primary School, Kilkeel",Kilkeel,BT34 4NL,Catholic Maintained,South Down,URBAN,225.0,54.072161,-5.982333
5046137,"Seagoe Primary School, Portadown",Portadown,BT63 5HS,Other Maintained,Upper Bann,URBAN,377.0,54.435637,-6.426393
5046241,"The Drelincourt, Church of Ireland, Armagh",Armagh,BT60 1EE,Other Maintained,Newry And Armagh,URBAN,9.0,54.34502,-6.636847
5046597,"Bunscoil an Iuir, Newry",Newry,BT34 2DH,Other Maintained,Newry And Armagh,URBAN,98.0,54.16941,-6.334671
5046637,"Gaelscoil Ui Neill , Dungannon",Coalisland,BT71 4PU,Other Maintained,Mid Ulster,RURAL,130.0,54.536519,-6.684853
5046692,"Gaelscoil na mBeann, Kilkeel",Kilkeel,BT34 4NL,Other Maintained,South Down,URBAN,94.0,54.072161,-5.982333
5046695,"Gaelscoil Aodha Rua, Dungannon",Dungannon,BT70 1HD,Other Maintained,Fermanagh And South Tyrone,URBAN,135.0,54.508629,-6.779495
5046699,Gaelscoil Eoghain,Cookstown,BT80 8QD,Other Maintained,Mid Ulster,URBAN,134.0,54.641027,-6.743902
5056013,"Kilbroney Integrated Primary School, Newry",Rostrevor,BT34 3EL,Controlled Integrated,South Down,RURAL,122.0,54.099592,-6.195387
5066540,"Bridge Integrated Primary School, Banbridge",Banbridge,BT32 3EL,GMI,Upper Bann,URBAN,413.0,54.347145,-6.280614
5066553,Portadown Integrated Primary School,Portadown,BT63 5RR,GMI,Upper Bann,URBAN,478.0,54.438126,-6.419532
5066554,"Windmill Integrated Primary School, Dungannon",Dungannon,BT71 7BE,GMI,Fermanagh And South Tyrone,URBAN,245.0,54.497259,-6.771916
5066578,Saints and Scholars Integrated Primary School,Armagh,BT61 9HG,GMI,Newry And Armagh,URBAN,316.0,54.354615,-6.628115
5066657,"Phoenix Integrated Primary School NU, Cookstown",Cookstown,BT80 8QF,GMI,Mid Ulster,URBAN,221.0,54.639542,-6.740169
5620263,Armagh Royal Preparatory Department,Armagh,BT61 9DG,Voluntary,Newry And Armagh,URBAN,30.0,54.353019,-6.649902
